s_district_id,s_state_id,district_name,e_address,e_city,e_state,e_postal,e_zip_full,e_country,loc_county,loc_area_code,loc_FIPS,loc_MSA,loc_PMSA,loc_TZ,loc_DST,loc_LAT_centroid,loc_LAT_poly,loc_LONG_centroid,loc_LONG_poly,cnt_students,cnt_teachers,cnt_schools,info_setting,ratio_teach,dist_type,biz_phone,X.1
200150,25,KETCHIKAN GATEWAY BOROUGH SCHOOL DISTRICT,333 Schoenbar Rd,Ketchikan,AK,99901,99901-6278,USA,Ketchikan Gateway,907,2130,NA,NA,PST-1,Y,55.5909,55.346017,-131.3492,-131.637829,2164,152,10,Town: Remote,14.2,Regular School District,(907) 247-2109,
200450,27,KLAWOCK CITY SCHOOL DISTRICT,P.O. BOX 9,Klawock,AK,99925,99925-0009,USA,Prince of Wales Hyder,907,2198,NA,NA,PST-1,Y,55.5346,55.5522222,-132.895,-133.0958333,125,13,1,Rural: Remote,9.3,Regular School District,(907) 755-2917,
200480,28,KODIAK ISLAND BOROUGH SCHOOL DISTRICT,722 Lower Mill Bay Rd,Kodiak,AK,99615,99615-6359,USA,Kodiak Island,907,2150,NA,NA,PST-1,Y,57.454,57.792913,-153.5467,-152.398619,2618,177,16,Town: Remote,14.8,Regular School District,(907) 481-6200,
200760,29,KUSPUK SCHOOL DISTRICT,P.O. BOX 49,Aniak,AK,99557,99557-0049,USA,Bethel,907,2050,NA,NA,PST-1,Y,61.576,61.5828109,-156.0564,-159.540714,341,37,10,Rural: Remote,9.1,Regular School District,(907) 675-4250,
200485,30,LAKE AND PENINSULA BOROUGH SCHOOL DISTRICT,P.O. BOX 498,King Salmon,AK,99613,,USA,Bristol Bay,907,2060,NA,NA,PST-1,Y,58.7877,58.6883333,-156.5636,-156.6613889,421,46,15,Rural: Remote,9.2,Regular School District,(907) 246-4280,
200001,31,LOWER KUSKOKWIM SCHOOL DISTRICT,P.O. BOX 305,Bethel,AK,99559,99559-0305,USA,Bethel,907,2050,NA,NA,PST-1,Y,60.7494,60.7922222,-161.7271,-161.7558333,4003,284,28,Rural: Remote,14.1,Regular School District,(907) 543-4810,
200003,32,LOWER YUKON SCHOOL DISTRICT,P.O. BOX 32089,Mountain Village,AK,99632,99632-0089,USA,Wade Hampton,907,2270,NA,NA,PST-1,Y,62.1033,62.0855556,-164.6599,-163.7294444,2076,151,11,Rural: Remote,13.7,Regular School District,(907) 591-2411,
200510,33,MATANUSKA-SUSITNA BOROUGH SCHOOL DISTRICT,501 N Gulkana St,Palmer,AK,99645,99645-6147,USA,Matanuska Susitna,907,2170,NA,NA,PST-1,Y,61.772,61.611603,-148.1825,-149.102897,16468,949,42,Town: Distant,17.4,Regular School District,(907) 746-9255,
200006,98,MOUNT EDGECUMBE HIGH SCHOOL,1210 Seward Ave,Sitka,AK,99835,99835-9418,USA,Sitka,907,2220,NA,NA,PST-1,Y,56.9471,57.05389,-135.0426,-135.356399,426,22,1,Town: Remote,19.5,State District,(907) 966-3200,
200540,34,NENANA CITY SCHOOL DISTRICT,P.O. BOX 10,Nenana,AK,99760,99760-0010,USA,Yukon Koyukuk,907,2290,NA,NA,PST-1,Y,64.539,64.5638889,-149.0889,-149.0930556,1110,22,2,Rural: Remote,49.6,Regular School District,(907) 832-5464,
200570,35,NOME PUBLIC SCHOOLS,P.O. BOX 131,Nome,AK,99762,99762-0131,USA,Nome,907,2180,NA,NA,PST-1,Y,65.1617,64.5011111,-164.975,-165.4063889,683,50,5,Rural: Remote,13.7,Regular School District,(907) 443-2231,
200610,36,NORTH SLOPE BOROUGH SCHOOL DISTRICT,P.O. BOX 169,Barrow,AK,99723,99723-0169,USA,North Slope,907,2185,NA,NA,PST-1,Y,71.2947,71.2715487,-156.7784,-156.7514504,1820,135,11,Rural: Remote,13.5,Regular School District,(907) 852-5311,
200625,37,NORTHWEST ARCTIC BOROUGH SCHOOL DISTRICT,P.O. BOX 51,Kotzebue,AK,99752,,USA,Northwest Arctic,907,2188,NA,NA,PST-1,Y,66.7378,66.8983333,-161.779,-162.5966666,2011,143,12,Rural: Remote,14.1,Regular School District,(907) 442-3472,
200630,38,PELICAN CITY SCHOOL DISTRICT,P.O. BOX 90,Pelican,AK,99832,99832-0090,USA,Hoonah Angoon,907,2105,NA,NA,PST-1,Y,57.9597,57.9608333,-136.2266,-136.2275,15,2,1,Rural: Remote,8.3,Regular School District,(907) 735-2236,
200660,39,PETERSBURG CITY SCHOOL DISTRICT,P.O. BOX 289,Petersburg,AK,99833,99833-0289,USA,Petersburg,907,2195,NA,NA,PST-1,Y,57.0391,56.8125,-132.5635,-132.9555556,526,40,3,Town: Remote,13.1,Regular School District,(907) 772-4271,
200670,40,PRIBILOF SCHOOL DISTRICT,P.O. BOX 905,ST PAUL ISLE,AK,99660,,USA,Aleutians West,907,2016,NA,NA,PST-2,Y,57.1682,57.1892354,-170.2519,-170.2903157,114,11,2,Rural: Remote,10.5,Regular School District,(907) 546-3337,
200680,46,SAINT MARY'S SCHOOL DISTRICT,P.O. BOX 9,SAINT MARYS,AK,99658,99658-0009,USA,Wade Hampton,907,2270,NA,NA,PST-1,Y,62.2848,62.0711223,-163.3428,-163.2586856,178,14,1,Rural: Remote,12.7,Regular School District,(907) 438-2411,
200240,42,SITKA SCHOOL DISTRICT,300 Kostrometinoff St,Sitka,AK,99835,99835-0179,USA,Sitka,907,2220,NA,NA,PST-1,Y,56.9471,57.0645349,-135.0426,-135.3523862,1335,103,6,Town: Remote,13,Regular School District,(907) 747-8622,
200690,43,SKAGWAY CITY SCHOOL DISTRICT,P.O. BOX 497,Skagway,AK,99840,99840-0497,USA,Skagway,907,2230,NA,NA,PST-1,Y,59.5651,59.5494402,-135.3294,-135.2690266,100,12,1,Rural: Remote,8.3,Regular School District,(907) 983-2960,
200700,44,SOUTHEAST ISLAND SCHOOL DISTRICT,P.O. BOX 19569,Thorne Bay,AK,99919,99919-8340,USA,Prince of Wales Hyder,907,2198,NA,NA,PST-1,Y,55.6514,55.6877778,-132.5423,-132.5222221,173,18,11,Rural: Remote,9.4,Regular School District,(907) 828-8254,
200710,45,SOUTHWEST REGION SCHOOL DISTRICT,P.O. BOX 90,Dillingham,AK,99576,,USA,Dillingham,907,2070,NA,NA,PST-1,Y,59.3265,59.0397222,-160.0954,-158.4575,631,60,9,Rural: Remote,10.6,Regular School District,(907) 842-5287,
200715,53,TANANA CITY SCHOOL DISTRICT,P.O. BOX 89,Tanana,AK,99777,99777-0089,USA,Yukon Koyukuk,907,2290,NA,NA,PST-1,Y,65.4214,65.1831726,-152.3846,-152.0571836,38,6,1,Rural: Remote,6.9,Regular School District,(907) 366-7203,
200720,47,UNALASKA CITY SCHOOL DISTRICT,P.O. BOX 570,Unalaska,AK,99685,,USA,Aleutians West,907,2016,NA,NA,PST-1,Y,53.8639,53.8307326,-166.7226,-166.5414056,405,31,2,Rural: Fringe,13.1,Regular School District,(907) 581-3151,
200780,48,VALDEZ CITY SCHOOL DISTRICT,P.O. BOX 398,Valdez,AK,99686,,USA,Valdez Cordova,907,2261,NA,NA,PST-1,Y,61.2403,61.1308333,-145.9943,-146.3483333,698,48,3,Rural: Remote,14.5,Regular School District,(907) 835-4357,
200810,49,WRANGELL PUBLIC SCHOOL DISTRICT,P. O. BOX 2319,Wrangell,AK,99929,99929-2319,USA,Wrangell,907,2275,NA,NA,PST-1,Y,56.3147,56.4708333,-131.7229,-132.3766666,325,24,3,Rural: Remote,13.4,Regular School District,(907) 874-2347,
200840,50,YAKUTAT SCHOOL DISTRICT,P.O. BOX 429,Yakutat,AK,99689,99689-0429,USA,Yakutat,907,2282,NA,NA,PST-1,Y,59.812,59.5284954,-139.5505,-139.7383821,124,13,1,Rural: Remote,9.8,Regular School District,(907) 784-3317,
200775,51,YUKON FLATS SCHOOL DISTRICT,P.O. BOX 350,Fort Yukon,AK,99740,99740-0350,USA,Yukon Koyukuk,907,2290,NA,NA,PST-1,Y,66.4425,66.56735,-145.7553,-145.2513402,274,31,8,Rural: Remote,8.8,Regular School District,(907) 662-2515,
200862,52,YUKON/KOYUKUK SCHOOL DISTRICT,4762 Old Airport Way,Fairbanks,AK,99709,99709-4456,USA,Fairbanks North Star,907,2090,NA,NA,PST-1,Y,65.0735,64.835108,-148.4493,-147.825557,1413,44,10,Suburb: Small,31.9,Regular School District,(907) 374-9400,
200004,54,YUPIIT SCHOOL DISTRICT,P.O. BOX 100,Akiachak,AK,99551,99551-0190,USA,Bethel,907,2050,NA,NA,PST-1,Y,60.8895,60.9094444,-161.4039,-161.4313889,447,43,3,Rural: Remote,10.4,Regular School District,(907) 825-3600,
100009,600,AL INST DEAF AND BLIND,P O DRAWER 698,Talladega,AL,35161,35161-0698,USA,Talladega,256,1121,NA,NA,CST,Y,33.4277,33.44,-86.1048,-86.11,,0,4,Rural: Fringe,,State District,(256) 761-3200,
100183,709,ALABAMA CLINICAL SCHOOL,1221 Alton Dr,Birmingham,AL,35210,35210-4308,USA,Jefferson,205,1073,1000,NA,CST,Y,33.5393,33.584623,-86.6626,-86.647867,,0,1,City: Midsize,,State District,(256) 546-6324,
100176,640,ALABAMA CORRECTIONAL FACILITIES,ROUTE 1 BOX 33,Wetumpka,AL,36092,,USA,Elmore,334,1051,5240,NA,CST,Y,32.5691,32.5437448,-86.1584,-86.2119127,,0,4,Town: Fringe,,State District,(334) 365-4054,
100018,207,ALABAMA SCHOOL OF FINE ARTS,1800 8th Ave N,Birmingham,AL,35203,35203-2203,USA,Jefferson,205,1073,1000,NA,CST,Y,33.5188,33.520368,-86.8095,-86.813253,,0,1,City: Midsize,,Regular School District,(205) 252-9241,
100002,210,ALABAMA YOUTH SERVICES,P O BOX 66,Mt Meigs,AL,36057,36057-0066,USA,Montgomery,334,1101,5240,NA,CST,Y,32.3994,32.3994,-86.1066,-86.1066,,0,7,Rural: Fringe,,State District,(334) 215-3850,
100005,101,ALBERTVILLE CITY,107 W Main St,Albertville,AL,35950,35950-1625,USA,Marshall,256,1095,NA,NA,CST,Y,34.2515,34.26806,-86.2569,-86.209017,3849,227,7,Town: Fringe,17,Regular School District,(256) 891-1183,
100030,102,ALEXANDER CITY,375 Lee St,Alexander City,AL,35010,35010-2708,USA,Tallapoosa,256,1123,NA,NA,CST,Y,32.9346,32.940786,-85.9597,-85.95879,3443,238,5,Town: Distant,14.5,Regular School District,(256) 234-8698,
100060,104,ANDALUSIA CITY,122 6th Ave,Andalusia,AL,36420,36420-3152,USA,Covington,334,1039,NA,NA,CST,Y,31.1836,31.308962,-86.5372,-86.477069,1678,109,3,Town: Remote,15.5,Regular School District,(334) 222-3186,
100090,105,ANNISTON CITY,P O BOX 1500,Anniston,AL,36202,36202-1500,USA,Calhoun,256,1015,450,NA,CST,Y,33.717,33.6599999,-85.8754,-85.83,2374,133,9,City: Small,17.8,Regular School District,(256) 231-5000,
100100,106,ARAB CITY,750 Arabian Dr NE,Arab,AL,35016,35016-1161,USA,Marshall,256,1095,NA,NA,CST,Y,34.332,34.32786,-86.4894,-86.488378,2411,160,4,Rural: Fringe,15.1,Regular School District,(256) 586-6011,
100120,107,ATHENS CITY,313 E Washington St,Athens,AL,35611,35611-2653,USA,Limestone,256,1083,3440,NA,CST,Y,34.7987,34.802329,-86.9993,-86.967352,3071,223,7,Town: Fringe,13.8,Regular School District,(256) 233-6600,
100180,109,ATTALLA CITY,101 Case Ave SE,Attalla,AL,35954,35954-3404,USA,Etowah,256,1055,2880,NA,CST,Y,34.0771,33.998838,-86.0689,-86.108229,1606,113,4,Suburb: Small,14.3,Regular School District,(256) 538-8051,
100210,110,AUBURN CITY,P O BOX 3270,Auburn,AL,36831,36831-3270,USA,Lee,334,1081,580,NA,CST,Y,32.6099,32.52,-85.4809,-85.48,5993,393,11,City: Small,15.3,Regular School District,(334) 887-2100,
100240,1,AUTAUGA COUNTY,153 W 4th St,Prattville,AL,36067,36067-3011,USA,Autauga,334,1001,5240,NA,CST,Y,32.5081,32.462837,-86.5564,-86.473979,9923,563,14,Rural: Distant,17.6,Regular School District,(334) 365-5706,
100270,2,BALDWIN COUNTY,2600 Hand Ave,Bay Minette,AL,36507,36507-4180,USA,Baldwin,251,1003,5160,NA,CST,Y,30.8772,30.910885,-87.7146,-87.787092,27120,1888,47,Rural: Fringe,14.4,Regular School District,(251) 937-0308,
100300,3,BARBOUR COUNTY,P O BOX 429,Clayton,AL,36016,36016-0429,USA,Barbour,334,1005,NA,NA,CST,Y,31.9192,31.8782162,-85.4511,-85.4496627,1097,77,4,Rural: Remote,14.2,Regular School District,(334) 775-3453,
100037,666,BAY POINT CENTER,5800 Southland Dr,Mobile,AL,36693,36693-3313,USA,Mobile,251,1097,5160,NA,CST,Y,30.6274,30.623933,-88.1508,-88.176259,,0,1,City: Midsize,,State District,(334) 450-2223,
100330,113,BESSEMER CITY,P O BOX 1230,Bessemer,AL,35021,35021-1230,USA,Jefferson,205,1073,1000,NA,CST,Y,33.4014,33.39,-86.9547,-86.9599999,4344,243,9,Suburb: Large,17.9,Regular School District,(205) 432-3000,
100360,4,BIBB COUNTY,157 SW Davidson Dr,Centreville,AL,35042,35042-2237,USA,Bibb,205,1007,NA,NA,CST,Y,32.9085,32.946014,-87.0467,-87.136268,3565,210,10,Rural: Distant,17,Regular School District,(205) 926-9881,
100390,114,BIRMINGHAM CITY,P O BOX 10007,Birmingham,AL,35202,35202-0007,USA,Jefferson,205,1073,1000,NA,CST,Y,33.5179,33.52,-86.8053,-86.8,27440,1688,83,City: Midsize,16.3,Regular School District,(205) 231-4220,
100420,5,BLOUNT COUNTY,P O BOX 578,Oneonta,AL,35121,35121-0007,USA,Blount,205,1009,1000,NA,CST,Y,33.8959,33.9481537,-86.4894,-86.472764,8398,525,17,Rural: Distant,16,Regular School District,(205) 625-4102,
100012,115,BOAZ CITY,P O BOX 721,Boaz,AL,35957,,USA,Marshall,256,1095,NA,NA,CST,Y,34.1534,34.2006503,-86.1537,-86.1663655,2292,139,5,Town: Fringe,16.5,Regular School District,(256) 593-8180,
100020,618,BOYD SCHOOL,P O BOX 127,GREEN POND,AL,35074,,USA,Bibb,205,1007,NA,NA,CST,Y,33.2252,33.22496,-87.1264,-87.1229599,,0,1,Rural: Distant,,State District,(205) 938-7663,
100040,681,BRANTWOOD CHILDREN'S HOME,1309 Upper Wetumpka Rd,Montgomery,AL,36107,36107-1217,USA,Montgomery,334,1101,5240,NA,CST,Y,32.3836,32.383294,-86.2792,-86.29065,,0,1,City: Midsize,,State District,(334) 834-5512,
100021,619,BREWERS PORCH CHILDRENS CENTER,P O BOX 870156,Tuscaloosa,AL,35487,35487-0156,USA,Tuscaloosa,205,1125,8600,NA,CST,Y,33.2161,33.2071673,-87.5402,-87.5481614,,0,1,City: Small,,State District,(205) 348-9342,
100450,116,BREWTON CITY,811 Belleville Ave,Brewton,AL,36426,36426-1754,USA,Escambia,251,1053,NA,NA,CST,Y,31.165,31.117287,-87.0243,-87.072603,1195,89,3,Town: Distant,13.4,Regular School District,(251) 867-8400,
100016,606,BRYCE ADOLESCENT SCHOOL,200 University Blvd,Tuscaloosa,AL,35401,35401-1250,USA,Tuscaloosa,205,1125,8600,NA,CST,Y,33.1664,33.208095,-87.6118,-87.537433,,0,1,City: Small,,State District,(205) 759-0593,
100480,6,BULLOCK COUNTY,P O BOX 231,Union Springs,AL,36089,36089-0231,USA,Bullock,334,1011,NA,NA,CST,Y,32.2227,32.144316,-85.6394,-85.7149495,1616,106,5,Town: Distant,15.3,Regular School District,(334) 738-2860,
100510,7,BUTLER COUNTY,215 Administrative Dr,Greenville,AL,36037,36037-1870,USA,Butler,334,1013,NA,NA,CST,Y,31.7811,31.831289,-86.6194,-86.639844,3347,202,9,Town: Distant,16.6,Regular School District,(334) 382-2665,
100540,8,CALHOUN COUNTY,P O BOX 2084,Anniston,AL,36202,36202-2084,USA,Calhoun,256,1015,450,NA,CST,Y,33.717,33.6599999,-85.8754,-85.83,9345,544,19,Suburb: Small,17.2,Regular School District,(256) 741-7400,
100600,9,CHAMBERS COUNTY,BOX 408D,La Fayette,AL,36862,36862-2102,USA,Chambers,334,1017,NA,NA,CST,Y,32.9237,32.8998485,-85.4538,-85.4010593,4135,259,11,Town: Distant,16,Regular School District,(334) 864-9343,
100630,10,CHEROKEE COUNTY,130 W Main St,Centre,AL,35960,35960-1324,USA,Cherokee,256,1019,NA,NA,CST,Y,34.068,34.152264,-85.5772,-85.679452,4084,272,9,Rural: Distant,15,Regular School District,(256) 927-3362,
100660,11,CHILTON COUNTY,1705 Lay Dam Rd,Clanton,AL,35045,35045-2032,USA,Chilton,205,1021,NA,NA,CST,Y,32.8085,32.869944,-86.6769,-86.621985,7617,503,13,Rural: Distant,15.2,Regular School District,(205) 280-3000,
100690,12,CHOCTAW COUNTY,Tom Orr Ave,Butler,AL,36904,36904-3504,USA,Choctaw,205,1023,NA,NA,CST,Y,32.0668,32.0827342,-88.2133,-88.2325058,1886,106,5,Rural: Remote,17.8,Regular School District,(205) 459-3031,
100720,13,CLARKE COUNTY,BOX 936,GROVE HILL,AL,36451,36451-0936,USA,Clarke,251,1025,NA,NA,CST,Y,31.6351,NA,-87.7373,NA,3463,218,8,Rural: Remote,15.9,Regular School District,(251) 275-3255,
100750,14,CLAY COUNTY,P O BOX 278,Ashland,AL,36251,36251-4108,USA,Clay,256,1027,NA,NA,CST,Y,33.2143,33.2737256,-85.8209,-85.8360741,2130,121,4,Rural: Distant,17.6,Regular School District,(256) 354-5414,
100780,15,CLEBURNE COUNTY,93 Education St,Heflin,AL,36264,36264-2207,USA,Cleburne,256,1029,NA,NA,CST,Y,33.6126,33.645863,-85.6035,-85.575389,2657,160,8,Rural: Distant,16.7,Regular School District,(256) 463-5624,
100810,16,COFFEE COUNTY,400 Reddoch Hill Rd,Elba,AL,36323,36323-1661,USA,Coffee,334,1031,NA,NA,CST,Y,31.4148,31.410662,-86.0812,-86.05748,2089,132,4,Rural: Distant,15.8,Regular School District,(334) 897-5016,
100840,17,COLBERT COUNTY,1101 US-72,Tuscumbia,AL,35674,,USA,Colbert,256,1033,2650,NA,CST,Y,34.6544,34.712525,-87.6611,-87.717036,2955,186,9,Rural: Distant,15.9,Regular School District,(256) 386-8565,
100173,708,COMPASS ACADEMY,101 Perryman St,Evergreen,AL,36401,36401-2933,USA,Conecuh,251,1035,NA,NA,CST,Y,31.4945,31.435582,-86.9123,-86.95031,,0,1,Rural: Remote,,State District,(256) 546-6324,
100181,711,COMPASS SCHOOL,100 Martin Luther King Ave,Atmore,AL,36502,36502-1500,USA,Escambia,251,1053,NA,NA,CST,Y,31.1324,31.031053,-87.4695,-87.479496,,0,1,Town: Distant,,State District,(256) 546-6324,
100870,18,CONECUH COUNTY,100 Jackson St,Evergreen,AL,36401,36401-2843,USA,Conecuh,251,1035,NA,NA,CST,Y,31.4945,31.435399,-86.9123,-86.954848,1662,122,7,Rural: Remote,13.7,Regular School District,(251) 578-1752,
100900,19,COOSA COUNTY,P O BOX 37,Rockford,AL,35136,35136-0037,USA,Coosa,256,1037,NA,NA,CST,Y,32.8633,32.8895681,-86.265,-86.2196936,1349,85,4,Rural: Remote,15.9,Regular School District,(256) 377-4913,
100930,20,COVINGTON COUNTY,P O BOX 460,Andalusia,AL,36420,36420-2199,USA,Covington,334,1039,NA,NA,CST,Y,31.1836,31.3085039,-86.5372,-86.4832913,3094,228,9,Rural: Fringe,13.6,Regular School District,(334) 222-7571,
100960,21,CRENSHAW COUNTY,183 VOTEC DRIVE,Luverne,AL,36049,36049-0072,USA,Crenshaw,334,1041,NA,NA,CST,Y,31.6954,31.7165455,-86.2748,-86.2638492,2487,155,4,Rural: Remote,16,Regular School District,(334) 335-6519,
100990,125,CULLMAN CITY,"301 1st St NE, #100",Cullman,AL,35055,35055-3502,USA,Cullman,256,1043,NA,NA,CST,Y,34.1748,34.179691,-86.8225,-86.838524,2868,173,7,Town: Distant,16.6,Regular School District,(256) 734-2233,
101020,22,CULLMAN COUNTY,P O BOX 1590,Cullman,AL,35056,35056-1590,USA,Cullman,256,1043,NA,NA,CST,Y,34.2028,34.17,-86.8483,-86.84,9937,678,29,Rural: Distant,14.7,Regular School District,(256) 734-2933,
101050,23,DALE COUNTY,P O BOX 948,Ozark,AL,36361,36361-0948,USA,Dale,334,1045,2180,NA,CST,Y,31.4588,31.46,-85.6406,-85.64,2850,159,7,Rural: Distant,18,Regular School District,(334) 774-2355,
